ipo_id,company_name,nse_symbol,exchange,segment,open_date,close_date,listing_date,issue_price,price_band_low,price_band_high,lot_size,issue_size_cr,fresh_issue_cr,ofs_cr,retail_quota_pct,qib_quota_pct,nii_quota_pct,subscription_qib_x,subscription_nii_x,subscription_retail_x,subscription_total_x,listing_open_price,listing_open_quality,listing_return_pct,source,source_url,scraped_at
1,Apollo Micro Systems Ltd.,APOLLO,NSE,MAINBOARD,,,2018-01-22,275.0,,,,156.0,,,,,,42.09,963.53,39.04,176.42,465.0,PRIMARY_VERIFIED,69.09,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
2,Newgen Software Technologies Ltd.,NEWGEN,NSE,MAINBOARD,,,2018-01-29,245.0,,,,424.62,,,,,,6.92,5.38,4.93,5.99,254.1,PRIMARY_VERIFIED,3.71,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
3,Amber Enterprises India Ltd.,AMBER,NSE,MAINBOARD,,,2018-01-30,859.0,,,,599.6,,,,,,68.59,518.3,11.09,115.1,1175.0,PRIMARY_VERIFIED,36.79,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
4,Galaxy Surfactants Ltd.,GALAXYSURF,NSE,MAINBOARD,,,2018-02-08,1480.0,,,,937.09,,,,,,22.35,6.63,5.7,14.17,1525.0,PRIMARY_VERIFIED,3.04,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
5,Aster DM Healthcare Ltd.,ASTERDM,NSE,MAINBOARD,,,2018-02-26,190.0,,,,980.14,,,,,,1.36,0.7,1.11,1.17,183.0,PRIMARY_VERIFIED,-3.68,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
6,H.G.Infra Engineering Ltd.,HGINFRA,NSE,MAINBOARD,,,2018-03-09,270.0,,,,462.0,,,,,,3.96,4.64,2.95,3.71,270.0,PRIMARY_VERIFIED,0.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
7,Bharat Dynamics Ltd.,BDL,NSE,MAINBOARD,,,2018-03-23,428.0,,,,952.25,,,,,,1.5,0.44,1.33,1.26,370.0,PRIMARY_VERIFIED,-13.55,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
8,Bandhan Bank Ltd.,BANDHANBNK,NSE,MAINBOARD,,,2018-03-27,375.0,,,,4473.02,,,,,,16.08,13.81,1.14,10.51,499.0,PRIMARY_VERIFIED,33.07,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
9,Hindustan Aeronautics Ltd.,HAL,NSE,MAINBOARD,,,2018-03-28,1215.0,,,,4063.31,,,,,,1.74,0.03,0.36,0.98,1152.0,PRIMARY_VERIFIED,-5.19,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
10,Karda Constructions Ltd.,DHARAN,NSE,MAINBOARD,,,2018-04-02,180.0,,,,77.4,,,,,,1.55,0.49,1.89,1.3,136.0,SECONDARY_VERIFIED,-24.44,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
11,Sandhar Technologies Ltd.,SANDHAR,NSE,MAINBOARD,,,2018-04-02,332.0,,,,512.48,,,,,,6.43,6.18,1.3,4.59,346.1,PRIMARY_VERIFIED,4.25,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
12,ICICI Securities Ltd.,ISEC,NSE,MAINBOARD,,,2018-04-04,520.0,,,,3480.12,,,,,,1.0,0.92,0.95,0.95,435.0,PRIMARY_VERIFIED,-16.35,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
13,Mishra Dhatu Nigam Ltd.,MIDHANI,NSE,MAINBOARD,,,2018-04-04,90.0,,,,435.02,,,,,,1.96,0.11,0.66,1.19,87.0,PRIMARY_VERIFIED,-3.33,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
14,Lemon Tree Hotels Ltd.,LEMONTREE,NSE,MAINBOARD,,,2018-04-09,56.0,,,,1038.68,,,,,,2.18,0.11,0.1,1.14,61.6,PRIMARY_VERIFIED,10.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
15,IndoStar Capital Finance Ltd.,INDOSTAR,NSE,MAINBOARD,,,2018-05-21,572.0,,,,1844.0,,,,,,6.75,7.85,1.4,5.04,600.0,PRIMARY_VERIFIED,4.9,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
16,Fine Organic Industries Ltd.,FINEORG,NSE,MAINBOARD,,,2018-07-02,783.0,,,,600.17,,,,,,6.46,18.75,1.51,6.57,815.0,PRIMARY_VERIFIED,4.09,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
17,RITES Ltd.,RITES,NSE,MAINBOARD,,,2018-07-02,185.0,,,,460.51,,,,,,71.97,192.55,14.87,66.77,190.0,PRIMARY_VERIFIED,2.7,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
18,Varroc Engineering Ltd.,VARROC,NSE,MAINBOARD,,,2018-07-06,967.0,,,,1955.18,,,,,,4.27,1.51,0.87,2.65,1015.0,PRIMARY_VERIFIED,4.96,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
19,TCNS Clothing Co.Ltd.,TCNSBRANDS,NSE,MAINBOARD,,,2018-07-30,716.0,,,,1125.13,,,,,,6.09,4.89,0.53,3.96,716.0,PRIMARY_VERIFIED,0.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
20,HDFC Asset Management Co.Ltd.,HDFCAMC,NSE,MAINBOARD,,,2018-08-06,1100.0,,,,2800.33,,,,,,77.51,194.39,6.22,61.39,1726.25,PRIMARY_VERIFIED,56.93,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
21,CreditAccess Grameen Ltd.,CREDITACC,NSE,MAINBOARD,,,2018-08-23,422.0,,,,1131.19,,,,,,2.88,0.37,0.75,1.76,390.0,PRIMARY_VERIFIED,-7.58,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
22,IRCON International Ltd.,IRCON,NSE,MAINBOARD,,,2018-09-28,475.0,,,,466.93,,,,,,12.28,3.73,9.46,9.52,412.0,PRIMARY_VERIFIED,-13.26,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
23,Aavas Financiers Ltd.,AAVAS,NSE,MAINBOARD,,,2018-10-08,821.0,,,,1640.32,,,,,,1.76,0.14,0.2,0.97,750.0,PRIMARY_VERIFIED,-8.65,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
24,Garden Reach Shipbuilders & Engineers Ltd.,GRSE,NSE,MAINBOARD,,,2018-10-10,118.0,,,,343.59,,,,,,1.81,0.3,0.21,1.01,102.5,PRIMARY_VERIFIED,-13.14,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2018,2026-09-04T06:29:47.031230+00:00
25,Xelpmoc Design & Tech Ltd.,XELPMOC,NSE,MAINBOARD,,,2019-02-04,66.0,,,,23.0,,,,,,1.68,8.21,2.31,2.72,57.0,PRIMARY_VERIFIED,-13.64,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
26,Chalet Hotels Ltd.,CHALET,NSE,MAINBOARD,,,2019-02-07,280.0,,,,1641.18,,,,,,2.51,0.99,0.02,1.41,294.0,PRIMARY_VERIFIED,5.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
27,MSTC Ltd.,MSTCLTD,NSE,MAINBOARD,,,2019-03-29,120.0,,,,211.04,,,,,,1.13,1.69,2.65,1.36,115.0,PRIMARY_VERIFIED,-4.17,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
28,Embassy Office Parks,EMBASSY,NSE,MAINBOARD,,,2019-04-01,300.0,,,,4750.0,,,,,,1.48,2.94,,1.69,308.0,SECONDARY_VERIFIED,2.67,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
29,Rail Vikas Nigam Ltd.,RVNL,NSE,MAINBOARD,,,2019-04-11,19.0,,,,476.86,,,,,,1.36,0.67,2.64,1.7,19.0,PRIMARY_VERIFIED,0.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
30,Metropolis Healthcare Ltd.,METROPOLIS,NSE,MAINBOARD,,,2019-04-15,880.0,,,,1204.29,,,,,,4.19,2.75,2.05,3.68,958.0,PRIMARY_VERIFIED,8.86,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
31,Polycab India Ltd.,POLYCAB,NSE,MAINBOARD,,,2019-04-16,538.0,,,,1345.26,,,,,,37.88,108.64,4.36,36.51,633.0,PRIMARY_VERIFIED,17.66,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
32,Neogen Chemicals Ltd.,NEOGEN,NSE,MAINBOARD,,,2019-05-08,215.0,,,,132.35,,,,,,12.94,114.06,15.38,28.96,251.0,PRIMARY_VERIFIED,16.74,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
33,Barak Valley Cements Ltd.,,NSE,MAINBOARD,,,2019-07-01,42.0,,,,23.77,,,,,,24.17,21.63,38.65,28.3,62.6,SECONDARY_VERIFIED,49.05,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
34,IndiaMART InterMESH Ltd.,INDIAMART,NSE,MAINBOARD,,,2019-07-04,973.0,,,,475.49,,,,,,12.95,62.08,13.15,20.31,1180.0,PRIMARY_VERIFIED,21.27,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
35,Affle (India) Ltd.,AFFLE,NSE,MAINBOARD,,,2019-08-08,745.0,,,,459.0,,,,,,22.57,198.34,10.23,47.7,926.0,PRIMARY_VERIFIED,24.3,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
36,Spandana Sphoorty Financial Ltd.,SPANDANA,NSE,MAINBOARD,,,2019-08-19,856.0,,,,1189.85,,,,,,1.89,0.49,0.09,1.05,825.0,PRIMARY_VERIFIED,-3.62,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
37,Sterling & Wilson Solar Ltd.,SWSOLAR,NSE,MAINBOARD,,,2019-08-20,780.0,,,,2849.64,,,,,,1.0,0.94,0.93,0.99,706.0,PRIMARY_VERIFIED,-9.49,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
38,Indian Railway Catering & Tourism Corp.Ltd.,IRCTC,NSE,MAINBOARD,,,2019-10-14,320.0,,,,637.97,,,,,,105.55,351.03,13.28,109.21,626.0,PRIMARY_VERIFIED,95.62,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
39,Vishwaraj Sugar Industries Ltd.,VISHWARAJ,NSE,MAINBOARD,,,2019-10-15,60.0,,,,60.0,,,,,,1.0,1.75,0.59,1.09,61.2,PRIMARY_VERIFIED,2.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
40,Precision Pipes & Profiles Co.Ltd.,,NSE,MAINBOARD,,,2019-12-02,150.0,,,,75.0,,,,,,5.39,8.26,19.02,10.59,165.0,SECONDARY_VERIFIED,10.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
41,CSB Bank Ltd.,CSBBANK,NSE,MAINBOARD,,,2019-12-04,195.0,,,,409.68,,,,,,25.52,164.27,40.98,47.88,275.0,PRIMARY_VERIFIED,41.03,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
42,Ujjivan Small Finance Bank Ltd.,UJJIVANSFB,NSE,MAINBOARD,,,2019-12-12,37.0,,,,745.95,,,,,,46.3,473.33,45.29,99.61,58.75,PRIMARY_VERIFIED,58.78,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
43,Manaksia Ltd.,,NSE,MAINBOARD,,,2019-12-26,160.0,,,,248.0,,,,,,13.7,1.51,4.67,8.66,175.3,SECONDARY_VERIFIED,9.56,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
44,Prince Pipes & Fittings Ltd.,PRINCEPIPE,NSE,MAINBOARD,,,2019-12-30,178.0,,,,500.0,,,,,,2.02,0.52,1.63,1.66,160.0,PRIMARY_VERIFIED,-10.11,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2019,2026-09-04T06:29:49.152263+00:00
45,SBI Cards & Payment Services Ltd.,SBICARD,NSE,MAINBOARD,,,2020-03-16,755.0,,,,10340.79,,,,,,23.41,43.42,2.17,19.21,661.0,PRIMARY_VERIFIED,-12.45,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
46,Rossari Biotech Ltd.,ROSSARI,NSE,MAINBOARD,,,2020-07-23,425.0,,,,496.25,,,,,,34.83,236.79,6.2,55.11,669.25,PRIMARY_VERIFIED,57.47,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
47,Yes Bank Ltd.,YESBANK,NSE,MAINBOARD,,,2020-07-27,12.0,,,,15000.0,,,,,,1.37,1.2,0.41,1.0,12.3,PRIMARY_VERIFIED,2.5,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
48,Mindspace Business Parks,MINDSPACE,NSE,MAINBOARD,,,2020-08-07,275.0,,,,4500.0,,,,,,4.89,15.54,,5.91,302.0,SECONDARY_VERIFIED,9.82,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
49,Happiest Minds Technologies Ltd.,HAPPSTMNDS,NSE,MAINBOARD,,,2020-09-17,166.0,,,,702.02,,,,,,31.96,348.43,60.3,82.26,350.0,PRIMARY_VERIFIED,110.84,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
50,Route Mobile Ltd.,ROUTE,NSE,MAINBOARD,,,2020-09-21,350.0,,,,600.0,,,,,,37.31,193.78,11.54,51.76,717.0,PRIMARY_VERIFIED,104.86,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
51,Chemcon Speciality Chemicals Ltd.,CHEMCON,NSE,MAINBOARD,,,2020-10-01,340.0,,,,318.0,,,,,,44.62,445.91,35.79,101.72,731.0,PRIMARY_VERIFIED,115.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
52,Computer Age Management Services Ltd.,CAMS,NSE,MAINBOARD,,,2020-10-01,1230.0,,,,2243.12,,,,,,29.9,111.31,4.85,33.02,1518.0,SECONDARY_VERIFIED,23.41,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
53,Angel Broking Ltd.,ANGELONE,NSE,MAINBOARD,,,2020-10-05,306.0,,,,600.0,,,,,,2.9,0.51,3.36,2.7,275.0,SECONDARY_VERIFIED,-10.13,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
54,Mazagon Dock Shipbuilders Ltd.,MAZDOCK,NSE,MAINBOARD,,,2020-10-12,145.0,,,,443.69,,,,,,89.87,673.67,32.15,155.51,214.9,PRIMARY_VERIFIED,48.21,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
55,UTI Asset Management Co.Ltd.,UTIAMC,NSE,MAINBOARD,,,2020-10-12,554.0,,,,2159.88,,,,,,1.96,0.58,1.97,1.75,500.0,PRIMARY_VERIFIED,-9.75,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
56,Likhitha Infrastructure Ltd.,LIKHITHA,NSE,MAINBOARD,,,2020-10-15,120.0,,,,61.2,,,,,,21.0,1.45,19.48,7.96,130.0,PRIMARY_VERIFIED,8.33,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
57,Equitas Small Finance Bank Ltd.,EQUITASBNK,NSE,MAINBOARD,,,2020-11-02,33.0,,,,517.6,,,,,,2.15,0.16,1.53,1.53,31.1,PRIMARY_VERIFIED,-5.76,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
58,Gland Pharma Ltd.,GLAND,NSE,MAINBOARD,,,2020-11-20,1500.0,,,,6479.55,,,,,,3.16,0.5,0.19,1.72,1710.0,PRIMARY_VERIFIED,14.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
59,Burger King India Ltd.,RBA,NSE,MAINBOARD,,,2020-12-14,60.0,,,,810.0,,,,,,35.18,357.06,56.92,85.64,112.5,SECONDARY_VERIFIED,87.5,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
60,Mrs.Bectors Food Specialities Ltd.,BECTORFOOD,NSE,MAINBOARD,,,2020-12-24,288.0,,,,540.54,,,,,,71.83,619.66,25.44,137.63,500.0,PRIMARY_VERIFIED,73.61,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2020,2026-09-04T06:29:51.252918+00:00
61,Antony Waste Handling Cell Ltd.,AWHCL,NSE,MAINBOARD,,,2021-01-01,315.0,,,,299.99,,,,,,4.46,18.57,13.72,9.82,436.1,PRIMARY_VERIFIED,38.44,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
62,Indian Railway Finance Corp.Ltd.,IRFC,NSE,MAINBOARD,,,2021-01-29,26.0,,,,4633.38,,,,,,2.14,2.34,2.88,2.43,24.9,PRIMARY_VERIFIED,-4.23,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
63,Indigo Paints Ltd.,INDIGOPNTS,NSE,MAINBOARD,,,2021-02-02,1490.0,,,,1169.12,,,,,,76.5,261.93,13.74,81.62,2607.5,PRIMARY_VERIFIED,75.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
64,Home First Finance Co.India Ltd.,HOMEFIRST,NSE,MAINBOARD,,,2021-02-03,518.0,,,,1153.72,,,,,,21.91,37.68,5.76,18.62,618.8,PRIMARY_VERIFIED,19.46,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
65,Stove Kraft Ltd.,STOVEKRAFT,NSE,MAINBOARD,,,2021-02-05,385.0,,,,412.62,,,,,,3.86,31.64,21.05,9.75,498.0,PRIMARY_VERIFIED,29.35,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
66,Brookfield India Real Estate Trust,BIRET,NSE,MAINBOARD,,,2021-02-16,275.0,,,,3800.0,,,,,,2.52,11.34,,4.72,281.7,SECONDARY_VERIFIED,2.44,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
67,Nureca Ltd.,NURECA,NSE,MAINBOARD,,,2021-02-25,400.0,,,,100.0,,,,,,1.85,30.19,140.53,19.76,615.0,PRIMARY_VERIFIED,53.75,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
68,RailTel Corp.of India Ltd.,RAILTEL,NSE,MAINBOARD,,,2021-02-26,94.0,,,,819.24,,,,,,26.74,72.48,14.76,29.24,109.0,PRIMARY_VERIFIED,15.96,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
69,Heranba Industries Ltd.,HERANBA,NSE,MAINBOARD,,,2021-03-05,627.0,,,,625.24,,,,,,27.59,266.77,10.52,57.49,900.0,PRIMARY_VERIFIED,43.54,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
70,MTAR Technologies Ltd.,MTARTECH,NSE,MAINBOARD,,,2021-03-15,575.0,,,,596.41,,,,,,66.64,643.47,25.3,138.7,1050.0,PRIMARY_VERIFIED,82.61,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
71,Easy Trip Planners Ltd.,EASEMYTRIP,NSE,MAINBOARD,,,2021-03-19,187.0,,,,510.0,,,,,,31.83,383.34,62.95,87.67,212.25,PRIMARY_VERIFIED,13.5,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
72,Anupam Rasayan India Ltd.,ANURAS,NSE,MAINBOARD,,,2021-03-24,555.0,,,,760.0,,,,,,27.06,97.7,9.42,31.0,520.0,PRIMARY_VERIFIED,-6.31,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
73,Craftsman Automation Ltd.,CRAFTSMAN,NSE,MAINBOARD,,,2021-03-25,1490.0,,,,823.7,,,,,,2.7,2.27,2.73,2.64,1359.0,PRIMARY_VERIFIED,-8.79,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
74,Laxmi Organic Industries Ltd.,LXCHEM,NSE,MAINBOARD,,,2021-03-25,130.0,,,,600.0,,,,,,71.29,218.79,18.03,74.78,155.5,PRIMARY_VERIFIED,19.62,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
75,Kalyan Jewellers India Ltd.,KALYANKJIL,NSE,MAINBOARD,,,2021-03-26,87.0,,,,1174.82,,,,,,1.75,1.35,2.18,1.84,73.95,PRIMARY_VERIFIED,-15.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
76,Suryoday Small Finance Bank Ltd.,SURYODAY,NSE,MAINBOARD,,,2021-03-26,305.0,,,,581.98,,,,,,1.47,1.18,2.35,1.7,292.0,PRIMARY_VERIFIED,-4.26,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
77,Nazara Technologies Ltd.,NAZARA,NSE,MAINBOARD,,,2021-03-30,1101.0,,,,582.69,,,,,,42.3,387.66,67.76,96.29,1990.0,PRIMARY_VERIFIED,80.74,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
78,Barbeque-Nation Hospitality Ltd.,BARBEQUE,NSE,MAINBOARD,,,2021-04-07,500.0,,,,452.87,,,,,,2.65,3.06,9.22,3.35,489.85,PRIMARY_VERIFIED,-2.03,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
79,Macrotech Developers Ltd.,LODHA,NSE,MAINBOARD,,,2021-04-19,486.0,,,,2500.0,,,,,,1.83,1.02,0.24,1.14,436.0,PRIMARY_VERIFIED,-10.29,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
80,POWERGRID Infrastructure Investment Trust,PGINVIT,NSE,MAINBOARD,,,2021-05-14,100.0,,,,7734.99,,,,,,2.51,4.62,,3.04,104.0,SECONDARY_VERIFIED,4.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
81,Shyam Metalics & Energy Ltd.,SHYAMMETL,NSE,MAINBOARD,,,2021-06-24,306.0,,,,908.8,,,,,,63.52,334.48,10.0,84.58,380.0,PRIMARY_VERIFIED,24.18,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
82,Sona BLW Precision Forgings Ltd.,SONACOMS,NSE,MAINBOARD,,,2021-06-24,291.0,,,,5550.0,,,,,,2.03,0.36,1.21,1.69,301.0,PRIMARY_VERIFIED,3.44,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
83,Dodla Dairy Ltd.,DODLA,NSE,MAINBOARD,,,2021-06-28,428.0,,,,520.18,,,,,,34.55,73.33,9.7,31.67,550.0,PRIMARY_VERIFIED,28.5,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
